State,Year,LOS_Mean,LOS_MeanViolent,LOS_MeanAllExceptViol,LOS_MeanTop10,LOS_MeanBottom90,LOS_10plus_Pct,LOS_10plus_Num
NC,2011,4.7741685,6.7360973,2.7712693,19.441305,3.1543927,14.55622,5212
NC,2012,4.9612584,7.0260463,2.8623402,20.126656,3.2977159,15.457961,5431
NC,2013,5.0691862,7.3679476,2.8394296,20.748447,3.3415203,15.988959,5619
NC,2014,5.1419168,7.6401324,2.8120294,21.351641,3.3562715,16.481659,5850
ND,2002,1.9920427,3.5362215,1.0414253,9.607461,1.1475607,2.7629235,31
ND,2003,1.868507,3.3041358,0.94559753,9.4936571,1.0381821,3.1096563,38
ND,2004,1.9392662,3.4436026,0.96080196,9.8534374,1.0857102,3.5825546,46
ND,2005,1.9703586,3.6269546,0.96179128,9.9627609,1.1142687,3.3257749,44
ND,2006,2.0508654,3.643883,1.0505108,10.332381,1.1633219,4.0029111,55
ND,2007,2.1048801,3.6676118,1.1022342,10.753211,1.1721497,4.2949176,60
ND,2008,2.1074243,3.4910779,1.1009811,11.004068,1.1272278,4.2729149,62
ND,2009,2.1037571,3.4956737,1.1257819,11.110124,1.1252384,4.5333333,68
ND,2010,2.2754076,3.5256395,1.2552794,11.513538,1.2566489,5,74
ND,2011,2.4880228,3.6908424,1.4185489,12.232182,1.4186332,5.1175656,74
ND,2012,2.4095395,3.6527183,1.3018141,12.250934,1.3398229,4.9673204,76
ND,2013,2.2683287,3.4685001,1.2078136,11.546219,1.2624519,4.2471042,66
ND,2014,2.2362671,3.5284307,1.1377866,11.665966,1.1892112,4.198699,71
NE,2000,3.3668561,5.2273188,1.8005395,15.886697,1.9887857,8.1778679,320
NE,2001,3.418623,5.297946,1.7733769,16.291241,2.0004225,8.2487307,325
NE,2002,3.3732553,5.3040757,1.6664612,16.39476,1.9339612,8.4465303,342
NE,2003,3.4287772,5.3596582,1.6164315,16.702194,1.9624431,9.1335478,370
NE,2004,3.4171221,5.2230506,1.543967,16.82472,1.9532833,9.4270325,385
NE,2005,3.3586354,5.0037937,1.5382766,16.978209,1.8480196,9.5302925,420
NE,2006,3.4735036,5.4846721,1.539878,17.494589,1.9298652,9.6655979,422
NE,2007,3.5652134,5.5303841,1.5784847,17.670095,2.0190878,9.5419846,425
NE,2008,3.6746299,5.5242977,1.6581744,18.25536,2.0751483,9.683217,431
NE,2009,3.7726526,5.6080256,1.7104257,18.563116,2.1535783,10.044444,452
NE,2010,3.8123281,5.7546802,1.6691581,18.928864,2.1585038,10.272491,475
NE,2011,3.7390091,5.7055373,1.6000139,18.808025,2.0735965,9.8685589,473
NE,2012,3.8041618,5.916471,1.5790492,19.131901,2.1082056,9.8576813,471
NE,2013,3.7160883,5.9465408,1.5575321,18.916809,2.0474329,9.7142859,493
NE,2014,3.7928326,5.9295053,1.6998127,18.741253,2.1329293,9.7706509,524
NH,2011,3.8289175,5.4821749,1.5870295,16.696527,2.4107132,10.936238,271
NH,2012,3.7374182,5.571166,1.5241132,16.886032,2.2832191,10.374858,274
NH,2013,3.8066602,5.60254,1.5662948,17.516991,2.3184054,10.623818,281
NH,2014,3.9653852,5.8464537,1.5916071,17.998495,2.4088013,11.51492,301
NJ,2003,3.2892001,5.1726322,1.7233672,15.906382,1.9114505,7.9998598,2281
NJ,2004,3.346895,5.2206035,1.7025104,16.453634,1.9077965,8.3569908,2355
NJ,2005,3.3988402,5.2690263,1.7225242,16.772076,1.9248282,8.5715275,2471
NJ,2006,3.4765365,5.3733182,1.7532808,17.246109,1.947781,8.8661966,2518
NJ,2007,3.5985503,5.4912276,1.7958037,17.907793,2.0178185,9.1874447,2561
NJ,2008,3.792716,5.6368356,1.9013474,18.675247,2.1410158,9.7997618,2633
NJ,2009,3.9680276,5.7937598,1.9924543,19.459839,2.2544155,10.389117,2734
NJ,2010,4.1037183,5.918663,2.0688999,20.194397,2.3226025,10.82196,2807
NJ,2011,4.014977,5.9156899,1.9730142,18.741156,2.3862906,10.537258,2585
NJ,2012,4.0984936,5.9782748,1.9839573,19.263573,2.4333336,10.968072,2573
NJ,2013,4.1587982,6.0327992,1.8994987,19.514397,2.4665234,11.630119,2567
NM,2010,3.1281404,4.3346519,1.2815512,14.512413,1.8651121,6.8620124,459
NM,2011,3.2562649,4.5356646,1.3368944,14.7513,1.9816101,7.3693743,488
NM,2012,3.3720458,4.7758698,1.4061332,15.204931,2.0637701,8.0296297,542
NM,2013,3.4925854,5.2123795,1.4269565,15.85976,2.1512041,9.2291946,631
NM,2014,3.5487902,5.8885398,1.443072,16.212458,2.1491537,10.111063,701
NV,2008,3.7704053,5.6387596,1.8526981,16.594109,2.3637066,10.622285,1369
NV,2009,3.9581363,5.8698263,1.8718483,17.275057,2.4894361,11.473718,1445
NV,2010,4.120029,6.123889,1.917737,17.822948,2.6035774,12.238687,1528
NV,2011,4.1996722,6.2788758,1.9478835,18.270557,2.655489,12.49102,1565
NV,2012,4.3196077,6.4550624,2.0197659,18.764376,2.7219772,12.94565,1634
NV,2013,4.4222808,6.6254511,2.0799274,19.21442,2.7832911,13.503764,1722
NV,2014,4.5566788,6.9185686,2.0866735,19.845152,2.8614116,14.284578,1796
NY,1994,2.5573375,3.8178463,1.4888369,10.938555,1.6352262,4.911479,3268
NY,1995,2.7047062,4.0331683,1.565595,11.365895,1.7431198,5.36654,3661
NY,1996,2.8966529,4.3133659,1.6487713,12.021598,1.9010983,6.1002145,4233
NY,1997,3.1424444,4.6521912,1.7557685,12.688774,2.0866833,6.8669157,4714
NY,1998,3.3574882,4.9441662,1.8679765,13.342079,2.2638891,7.4109249,5150
NY,1999,3.5584688,5.1929154,1.9978822,13.886327,2.4180098,8.1828957,5802
NY,2000,3.7699986,5.5031271,2.0699492,14.626832,2.5754645,8.9919786,6255
NY,2001,4.0065598,5.7790356,2.1726089,15.415477,2.7493653,10.22993,6825
NY,2002,4.1340652,5.9568548,2.2038167,16.050112,2.8247416,11.180745,7386
NY,2003,4.240994,6.1392303,2.1664038,16.729378,2.8659606,12.353068,7966
NY,2004,4.4017377,6.3654051,2.1802895,17.456556,2.9588778,13.487929,8492
NY,2005,4.5145369,6.5474343,2.1403334,18.192698,3.0092821,14.738354,9131
NY,2006,4.5408673,6.6706891,2.0965524,18.709265,2.9856117,15.181333,9473
NY,2007,4.5886903,6.7877536,2.0906942,19.135994,2.9846876,15.665072,9663
NY,2008,4.7581,7.0160723,2.1691699,19.7721,3.0948346,16.359629,9724
NY,2009,4.865706,7.1126828,2.2284784,20.358479,3.1571002,16.794567,9695
NY,2010,4.9519715,7.1720824,2.2311671,20.87772,3.2020149,17.008709,9473
NY,2011,5.0139718,7.2824512,2.2360435,21.307201,3.2091136,17.035379,9279
NY,2012,5.0667248,7.3499808,2.2613347,21.718552,3.230547,17.166224,9152
NY,2013,5.0827279,7.3889122,2.2674451,22.030273,3.2106965,17.19663,9064
NY,2014,5.119957,7.5121646,2.2884541,22.298164,3.2165096,17.250038,8930
OH,2009,4.1095986,6.0345731,1.7691315,18.906311,2.4735961,12.283763,5915
OH,2010,4.2305522,6.1572528,1.8634586,19.352629,2.5546064,12.35195,6080
OH,2011,4.4829865,6.45401,2.0071266,20.210175,2.7493367,13.031022,6368
OH,2012,4.672863,6.700038,2.1021099,20.814678,2.8851318,13.52222,6591
OH,2013,4.8635201,6.9840055,2.1361055,21.583193,3.0167181,14.137461,6825
OK,2000,4.4961538,6.6088142,3.3001804,16.543722,3.1775856,12.988461,2915
OK,2001,4.4388809,6.710032,3.0720565,17.073938,3.0457864,13.237942,2942
OK,2002,4.3867817,6.8429089,2.9102707,17.509201,2.940388,13.668683,3095
OK,2003,4.4005942,6.9694095,2.8021836,17.892855,2.9150262,13.647784,3096
OK,2004,4.3322339,6.9852715,2.670445,18.00956,2.8140414,13.287338,3120
OK,2005,4.4091358,6.9938493,2.6851227,18.470959,2.8630342,13.599666,3251
OK,2006,4.436811,6.972744,2.7120349,18.609142,2.8632488,13.504037,3312
OK,2007,4.5402308,7.1068034,2.7328467,19.202564,2.9127567,13.843864,3442
OK,2008,4.6128411,7.2264481,2.6964133,19.800352,2.9365783,14.010395,3504
OK,2009,4.6427546,7.240715,2.6740994,20.144522,2.9247208,13.730836,3475
OK,2010,4.6978774,7.2822552,2.7195399,20.475002,2.9540353,13.618909,3440
OK,2011,4.821188,7.4075551,2.7805049,20.926142,3.032145,14.282865,3580
OK,2012,4.8804979,7.5261874,2.8219163,21.254423,3.0696089,14.496675,3750
OK,2013,4.9366603,7.6893582,2.8007283,21.619431,3.0918064,14.592226,3863
OK,2014,4.6802359,7.5389075,2.5060501,21.562086,2.8186071,13.725,3843
OR,2001,3.4243524,4.0965633,2.0415189,13.903771,2.2669568,7.8624711,917
OR,2002,3.4649231,4.2731528,1.9176377,14.082386,2.2953806,7.7047586,952
OR,2003,3.5269485,4.3246799,1.9904287,14.445692,2.3311305,7.6215506,986
OR,2004,3.56826,4.4433107,1.9506946,14.618762,2.3415451,7.8219371,1049
OR,2005,3.6383991,4.5558724,1.9653777,14.992998,2.3852036,8.2232981,1121
OR,2006,3.7447078,4.6846194,2.0149906,15.389044,2.4581177,8.9798851,1250
OR,2007,3.8659225,4.8485036,2.0693212,15.882822,2.5500653,9.493042,1337
OR,2008,3.9896739,4.9448352,2.1541071,16.327574,2.6286654,10.067629,1444
OR,2009,4.0793848,5.0354095,2.1629696,16.841251,2.6671553,10.997725,1595
OR,2010,4.1739774,5.1782765,2.1576788,17.256004,2.7258263,11.443024,1674
OR,2011,4.2834716,5.3533792,2.2112546,17.699484,2.7937081,11.974331,1754
OR,2012,4.3324752,5.4442158,2.2489595,18.174248,2.8141072,12.389794,1855
OR,2013,4.1461849,5.5119362,1.804364,17.319616,2.6895263,11.719532,1755
PA,2001,4.35251,6.0368485,1.9250594,17.671097,2.8839805,14.014788,4966
PA,2002,4.205812,6.0004029,1.8185524,17.71806,2.7081394,13.089631,5031
PA,2003,4.2254372,6.1196761,1.7755777,18.075251,2.6874738,12.835572,5092
PA,2004,4.2908859,6.2932782,1.7556901,18.550117,2.7108235,13.471025,5407
PA,2005,4.3049793,6.321631,1.7356371,18.85149,2.6919284,13.647368,5693
PA,2006,4.301847,6.4485412,1.7066532,19.164053,2.6548049,13.447354,5889
PA,2007,4.3199606,6.521234,1.7192013,19.506306,2.6383135,13.458877,6125
PA,2008,4.2414088,6.5343704,1.6931155,19.659657,2.5398819,13.128354,6409
PA,2009,4.3113852,6.6504321,1.7548279,19.933399,2.5796082,13.239729,6761
PA,2010,4.475935,6.8590469,1.8251541,20.620304,2.7047052,13.768758,7001
PA,2011,4.5922656,7.0273466,1.8423318,21.233887,2.7618141,14.042253,7152
PA,2012,4.7736034,7.1643577,1.8974544,21.978952,2.8819625,14.639407,7261
PA,2013,4.8409758,7.5227857,1.8491023,22.465511,2.8990726,14.809675,7470
PA,2014,5.1381259,7.8052506,2.0028045,23.364393,3.1185219,15.585526,7662
RI,2004,3.3455484,4.3252997,1.4862642,13.290788,2.2456944,7.3234982,139
RI,2005,3.1580112,4.2501693,1.287341,13.602169,2.0194447,7.9867678,169
RI,2006,3.1791968,4.2827163,1.3178548,14.086179,1.9777678,9.3278456,204
RI,2007,2.9551692,4.1930251,1.2458049,13.914445,1.7637339,8.7336245,220
RI,2008,3.0645368,4.2850618,1.3560417,14.306804,1.8372151,8.661418,220
RI,2009,3.3618813,4.5690436,1.474769,15.022254,2.077215,9.4769783,212
RI,2010,3.5432403,4.6726856,1.5203797,15.788163,2.1948793,10.204082,215
RI,2011,3.6077445,4.7378969,1.5775696,16.076406,2.2379289,10.381458,215
RI,2012,3.7587304,4.9950595,1.6013033,16.771704,2.3168497,11.870324,238
RI,2013,3.7270417,5.1361566,1.5117048,17.203451,2.2518747,11.572153,251
RI,2014,3.837512,5.44665,1.5865769,17.850494,2.3058438,11.27406,246
SC,2000,3.5202601,5.3041792,2.1207602,14.5239,2.3137076,8.6335821,1778
SC,2001,3.5196567,5.3179665,2.0919406,14.741891,2.2849081,8.8414068,1891
SC,2002,3.5101607,5.3989987,2.0663455,14.861185,2.2536495,8.7354994,1973
SC,2003,3.6450264,5.5702615,2.1452811,15.298911,2.3529305,9.1987352,2094
SC,2004,3.8353238,5.726243,2.2613356,15.873332,2.5177634,9.7403173,2183
SC,2005,3.9920545,5.9453101,2.3437223,16.399569,2.6237376,10.210762,2277
SC,2006,4.0893331,6.0305758,2.4279056,16.785265,2.6992991,10.467628,2375
SC,2007,4.1708822,6.1270514,2.4791622,17.139189,2.7424014,11.327403,2636
SC,2008,4.3464746,6.3400788,2.6034911,17.759399,2.8817463,12.442946,2917
SC,2009,4.5162725,6.5746217,2.6946614,18.386255,3.0067127,13.495075,3165
SC,2010,4.8048272,6.7972589,2.911643,19.102636,3.2188063,14.643107,3348
SC,2011,5.0984097,7.0927715,3.0970397,20.044079,3.4580498,16.233446,3616
SC,2012,5.3554511,7.3862562,3.2483299,20.801229,3.6456182,17.687418,3867
SC,2013,5.5510445,7.6753635,3.3239317,21.542622,3.7881546,18.656681,4036
SC,2014,5.7934051,7.9038215,3.4829073,22.230482,3.9796047,19.32921,4063
SD,2000,2.17325,3.3568833,1.4743967,8.9003983,1.4292481,2.7916665,67
SD,2001,2.0604718,3.3467412,1.368597,8.7325201,1.3333895,2.7745664,72
SD,2002,1.9181428,3.0622768,1.3126795,8.1549988,1.2402785,2.3688047,65
SD,2003,1.8679371,3.0661809,1.2712764,7.8431878,1.2048014,2.082598,59
SD,2004,1.7604343,2.9719479,1.1806306,7.5232768,1.128768,1.7391304,50
SD,2005,1.7307347,3.0417814,1.159422,7.4190159,1.1078444,1.3345748,43
SD,2006,1.8366556,3.2716191,1.2123439,7.712923,1.1968091,1.4887552,47
SD,2007,1.9240806,3.3497214,1.2758359,7.996099,1.2498906,1.532567,48
SD,2008,2.0216105,3.5027177,1.3139633,8.3487349,1.3195808,1.4492754,46
SD,2009,2.0732145,3.5002441,1.3158377,8.8328199,1.3337021,1.5100154,49
SD,2010,2.1605058,3.7213264,1.321627,9.08218,1.3959022,2.617801,85
SD,2011,2.1901402,3.8467488,1.2799382,9.3128576,1.407424,3.3303332,111
SD,2012,2.2754927,3.8682623,1.3733534,9.4963503,1.4734335,3.7960012,131
TN,2000,3.3331277,4.8683724,1.4501994,14.089344,2.1455472,8.9732237,2128
TN,2001,3.3738074,4.9205079,1.4616206,14.446201,2.1478798,9.1094103,2238
TN,2002,3.4568586,5.0551119,1.557516,14.772861,2.2205579,9.185029,2351
TN,2003,3.5144446,5.1892295,1.6367433,15.032863,2.2534335,9.3382883,2488
TN,2004,3.591615,5.3353443,1.7003258,15.433371,2.295562,9.6024799,2633
TN,2005,3.6634848,5.471458,1.7605023,15.830191,2.3271983,9.8962259,2756
TN,2006,3.7843547,5.6683521,1.8213358,16.344559,2.3893964,10.468539,2880
TN,2007,3.7908566,5.7234926,1.8133112,16.700468,2.3701403,10.812738,3032
TN,2008,3.876066,5.8198819,1.889086,17.055426,2.4159427,11.130465,3195
TN,2009,4.0409875,6.0034537,2.0005162,17.573494,2.5419202,11.870516,3359
TN,2010,4.111145,6.1236057,2.0438027,17.984066,2.5808284,12.786655,3641
TN,2011,4.1734385,6.2541022,2.1293657,18.273134,2.609246,13.292978,3887
TN,2012,4.1312475,6.2563243,2.1677809,18.482763,2.5632296,13.131798,4105
TN,2013,4.2921643,6.5849137,2.2126915,19.05308,2.6701496,13.962521,4314
TN,2014,4.4446855,6.7808318,2.356261,19.547518,2.7726674,14.455811,4480
TX,2005,4.3219151,6.3693786,2.3233881,16.080353,3.0557256,15.148263,22013
TX,2006,4.4873219,6.6221581,2.3859355,16.612377,3.1517699,15.559546,22880
TX,2007,4.6237092,6.8679214,2.4049981,17.261303,3.231838,15.990236,23517
TX,2008,4.742548,7.0741072,2.4234908,17.868357,3.2849417,16.321692,23956
TX,2009,4.8336968,7.219203,2.4436283,18.441271,3.3245666,16.628605,24247
TX,2010,4.8727674,7.2532687,2.474617,18.868778,3.3339832,16.478245,24283
TX,2011,4.9307594,7.2782097,2.5024917,19.287697,3.3436711,16.428034,24244
TX,2012,5.0031962,7.3415947,2.4991469,19.730434,3.3821888,16.587059,23649
TX,2013,5.0618815,7.3867311,2.5368714,20.043573,3.4001973,16.64946,23705
TX,2014,5.0972486,7.4255457,2.5572407,20.325771,3.4104884,16.676252,23488
UT,2000,2.2518215,3.6701448,1.0775318,10.516209,1.3377799,4.0474396,215
UT,2001,2.4131963,3.6451886,1.1890293,10.930833,1.4818443,4.5400238,228
UT,2002,2.292362,3.6155446,1.0568043,10.738001,1.3772388,4.1706524,218
UT,2003,2.1920083,3.4104977,1.0534551,10.119792,1.3227901,3.7580204,205
UT,2004,2.2137785,3.4233637,1.064943,9.9625807,1.3625785,3.4756527,197
UT,2005,2.1865311,3.4302254,1.048784,9.6190891,1.365867,3.1706507,191
UT,2006,2.2529428,3.4820623,1.0828967,9.620595,1.4420716,3.0695996,187
UT,2007,2.3127007,3.5805404,1.0853024,9.6365833,1.5106428,3.0794165,190
UT,2008,2.3695712,3.6168027,1.1191045,9.7254734,1.5678058,2.8335493,175
UT,2009,2.3733759,3.5789731,1.1330848,9.7412729,1.5716543,2.539583,162
UT,2010,2.4488089,3.6849542,1.2024182,9.7406158,1.6484739,2.9310086,195
UT,2011,2.5650978,3.7928236,1.3006587,9.8733358,1.75455,3.3974073,228
UT,2012,2.6877904,3.9329851,1.4004657,10.207433,1.8663479,4.0984812,278
UT,2013,2.8109252,4.0756254,1.5068718,10.478677,1.9800467,4.8738031,336
UT,2014,2.9657216,4.2562113,1.6283869,10.735157,2.1065166,5.5709896,381
WA,2000,3.185895,4.6445136,1.5927159,13.379486,2.0738811,6.1535263,889
WA,2001,3.2921987,4.8618026,1.6094108,13.811696,2.1374173,6.6553822,983
WA,2002,3.2782784,4.9677811,1.5740141,14.073359,2.1004381,6.9144173,1081
WA,2003,3.3079891,5.0719833,1.5280365,14.371542,2.0922911,7.5474091,1190
WA,2004,3.3461123,5.1335063,1.5631036,14.622138,2.1029587,7.9341688,1292
WA,2005,3.4097157,5.269753,1.5780467,15.020846,2.133193,8.5798998,1418
WA,2006,3.5138202,5.3832145,1.6287647,15.560752,2.1901948,9.2399855,1527
WA,2007,3.6163218,5.4807448,1.6601361,15.949189,2.2633283,9.7911224,1650
WA,2008,3.7575707,5.5540528,1.7238593,16.389984,2.3631418,10.279121,1764
WA,2009,3.8393314,5.5686741,1.8566487,16.789282,2.4172361,10.443623,1808
WA,2010,3.9602823,5.7221074,1.9589968,17.255116,2.4907267,10.979021,1884
WA,2011,4.0679812,5.8677087,1.9430103,17.684208,2.5651724,11.469953,1964
WA,2012,4.196671,6.116478,1.9001427,18.185804,2.6577106,12.149312,2057
WA,2013,4.1994095,6.2774,1.791629,18.393978,2.6274226,12.248035,2151
WA,2014,4.3075733,6.5222807,1.7681496,18.896235,2.6980197,12.906173,2260
WI,2000,2.9768369,4.1011586,1.7369322,11.118469,2.0887251,4.3673635,865
WI,2001,3.1086028,4.3578959,1.7671008,11.618472,2.1711605,5.0511913,1041
WI,2002,3.2108767,4.5600491,1.7769377,12.274443,2.2224593,6.0286856,1282
WI,2003,3.2679772,4.7605829,1.7490782,12.737559,2.2283504,6.5904288,1435
WI,2004,3.3480041,4.9033923,1.7360868,13.296662,2.2452734,7.4904666,1650
WI,2005,3.4748006,5.0577855,1.7666355,13.959917,2.3322463,8.5956078,1879
WI,2006,3.5067108,5.1210613,1.7302332,14.352389,2.3023472,9.7067165,2191
WI,2007,3.6474288,5.3251433,1.7849238,14.966595,2.3987205,10.403638,2379
WI,2008,3.814014,5.5179052,1.8152316,15.72883,2.4904723,11.481235,2585
WI,2009,3.9695368,5.7050271,1.8639156,16.429028,2.592171,12.184309,2721
WI,2010,4.1718874,5.9531441,1.9303415,17.262993,2.7287939,13.435963,2950
WI,2011,4.3190055,6.1083064,1.9993198,17.919338,2.8113043,14.314397,3137
WI,2012,4.529562,6.3987675,2.0743573,18.778366,2.9597416,15.426948,3364
WI,2013,4.6420832,6.5587225,2.1140542,19.48727,3.0042424,15.69478,3437
WI,2014,4.6929502,6.6954412,2.1240258,20.098625,2.9837072,15.782319,3483
WV,2006,3.7638209,5.9908223,1.9027972,17.26976,2.2890193,11.049048,633
WV,2007,3.5468907,5.8046274,1.6289647,17.183765,2.0558991,10.396202,635
WV,2008,3.6127546,5.8684759,1.576236,17.43416,2.0870152,11.078622,682
WV,2009,3.6183267,5.8901868,1.5380259,17.612602,2.0790758,11.06324,719
WV,2010,3.6767368,6.0489922,1.5328296,17.873528,2.1060481,11.129175,753
WV,2011,3.6786938,6.2196045,1.4488935,18.148695,2.0829582,10.678915,744
WV,2012,3.7295947,6.4630513,1.4335086,18.353045,2.1062722,10.088939,726
WV,2013,3.8637099,6.6750002,1.4091446,18.901218,2.2077868,10.178007,709
WV,2014,3.8545196,6.7960916,1.3303021,18.980484,2.1810803,10.26229,716
WY,2006,3.3326755,5.263638,1.797543,14.887929,2.0515912,8.6395235,174
WY,2007,3.5210788,5.336781,1.9666895,15.582677,2.187602,9.2046022,184
WY,2008,3.6147907,5.4609275,1.944644,16.383217,2.2023857,9.95996,199
WY,2009,3.6453991,5.6066427,1.8810228,16.979004,2.1851926,10.618146,213
WY,2010,3.6499155,5.5596848,1.877073,17.45327,2.1361926,10.763209,220
WY,2011,3.6172917,5.7306795,1.7349675,17.686724,2.0678918,10.249177,218
WY,2012,3.6045153,5.8193774,1.7209358,17.79191,2.032182,9.699769,210
WY,2013,3.5577407,5.6504602,1.7032732,17.818756,1.9840153,9.4107304,214
WY,2014,3.574475,5.6071429,1.7686627,17.934814,1.9939559,8.9787235,211
